"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fVG" "fGS" "fQS" "dSM" "dSMeq" "dG" "hS" "hQ" "W"
1333292400 20120401150000 0 0.1047 0.0055 0 0 0 0 0.1014 0.0119 -0.2652 0.0092 0 229.19 229.09 1225.46 106.15 0 0.2813
1333296000 20120401160000 0 0.044 0.0055 0 0 0 0 0.0426 0.0118 -0.4583 0.0092 0 229.24 229.22 1225.92 105.85 0 0.2811
1333299600 20120401170000 0 0.0167 0.0055 0 0 0 0 0.0162 0.0118 -0.1229 0.0092 0 229.27 229.25 1226.04 105.58 0 0.281
1333303200 20120401180000 0 0 0.0055 0 0 0 0 0 0.0117 -0.0884 0.0092 0 229.28 229.27 1226.13 105.33 0 0.281
1333306800 20120401190000 0 0 0.0055 0 0 0 0 0 0.0117 -0.0203 0.0092 0 229.29 229.28 1226.15 105.09 0 0.2809
1333310400 20120401200000 0 0 0.0055 0 0 0 0 0 0.0116 -0.0391 0.0092 0 229.29 229.29 1226.19 104.85 0 0.2809
1333314000 20120401210000 0 0 0.0055 0 0 0 0 0 0.0116 -0.034 0.0093 0 229.3 229.3 1226.23 104.61 0 0.2808
1333317600 20120401220000 0 0 0.0055 0 0 0 0 0 0.0115 -0.0355 0.0093 0 229.31 229.31 1226.26 104.39 0 0.2808
1333321200 20120401230000 0 0 0.0055 0 0 0 0 0 0.0115 -0.0351 0.0093 0 229.32 229.32 1226.3 104.17 0 0.2808
1333324800 20120402000000 0 0 0.0055 0 0 0 0 0 0.0114 -0.0353 0.0093 0 229.33 229.32 1226.33 103.95 0 0.2807
1333328400 20120402010000 0 0 0.0055 0 0 0 0 0 0.0114 -0.0353 0.0093 0 229.34 229.33 1226.37 103.74 0 0.2807
1333332000 20120402020000 0 0 0.0055 0 0 0 0 0 0.0114 -0.0353 0.0093 0 229.35 229.34 1226.4 103.53 0 0.2807
1333335600 20120402030000 0 0 0.0055 0 0 0 0 0 0.0113 -0.0353 0.0093 0 229.36 229.35 1226.44 103.33 0 0.2806
1333339200 20120402040000 0 0 0.0055 0 0 0 0 0 0.0113 -0.0354 0.0093 0 229.37 229.36 1226.48 103.13 0 0.2806
1333342800 20120402050000 0 0.004 0.0055 0 0 0 0 0.0039 0.0112 -0.0354 0.0093 0 229.38 229.37 1226.51 102.94 0 0.2805
1333346400 20120402060000 0 0.0256 0.0055 0 0 0 0 0.0248 0.0112 -0.054 0.0093 0 229.42 229.39 1226.57 102.72 0 0.2804
1333350000 20120402070000 0 0.0553 0.0055 0 0 0 0 0.0536 0.0112 -0.1493 0.0093 0 229.48 229.43 1226.72 102.48 0 0.2801
1333353600 20120402080000 0 0.1039 0.0055 0 0 0 0 0.1006 0.0111 -0.261 0.0093 0 229.59 229.5 1226.98 102.2 0 0.2797
1333357200 20120402090000 0 0.112 0.0055 0 0 0 0 0.1084 0.0111 -0.456 0.0093 0 229.71 229.62 1227.44 101.91 0 0.2792
1333360800 20120402100000 0 0.1539 0.0055 0 0 0 0 0.149 0.011 -0.4397 0.0093 0 229.87 229.73 1227.88 101.59 0 0.2786
1333364400 20120402110000 0 0.1809 0.0055 0 0 0 0 0.1751 0.011 -0.6386 0.0093 0 230.05 229.9 1228.53 101.24 0 0.2779
1333368000 20120402120000 0 0.1836 0.0055 0 0 0 0 0.1777 0.0109 -0.7088 0.0092 0 230.24 230.09 1229.25 100.89 0 0.2771
1333371600 20120402130000 0 0.1282 0.0055 0 0 0 0 0.1241 0.0108 -0.7016 0.0092 0 230.37 230.28 1229.95 100.6 0 0.2766
1333375200 20120402140000 0 0.0526 0.0055 0 0 0 0 0.0509 0.0108 -0.4459 0.0092 0 230.43 230.4 1230.41 100.39 0 0.2764
1333378800 20120402150000 0 0.0729 0.0055 0 0 0 0 0.0705 0.0107 -0.1652 0.0091 0 230.51 230.44 1230.57 100.15 0 0.2761
1333382400 20120402160000 0 0.0216 0.0055 0 0 0 0 0.0209 0.0107 -0.337 0.0091 0 230.54 230.53 1230.91 99.98 0 0.2759
1333386000 20120402170000 0 0.0054 0.0055 0 0 0 0 0.0052 0.0107 -0.0512 0.0091 0 230.56 230.54 1230.96 99.82 0 0.2759
1333389600 20120402180000 0 0 0.0055 0 0 0 0 0 0.0106 -0.055 0.0091 0 230.56 230.56 1231.02 99.66 0 0.2759
1333393200 20120402190000 0 0 0.0055 0 0 0 0 0 0.0106 -0.0289 0.0091 0 230.57 230.57 1231.05 99.51 0 0.2758
1333396800 20120402200000 0 0 0.0055 0 0 0 0 0 0.0106 -0.0362 0.0091 0 230.58 230.58 1231.09 99.37 0 0.2758
1333400400 20120402210000 0 0 0.0055 0 0 0 0 0 0.0105 -0.0342 0.0091 0 230.59 230.59 1231.12 99.23 0 0.2757
1333404000 20120402220000 0 0 0.0055 0 0 0 0 0 0.0105 -0.0347 0.0091 0 230.6 230.59 1231.15 99.09 0 0.2757
1333407600 20120402230000 0 0 0.0055 0 0 0 0 0 0.0105 -0.0346 0.0091 0 230.61 230.6 1231.19 98.95 0 0.2757
1333411200 20120403000000 0 0 0.0055 0 0 0 0 0 0.0105 -0.0347 0.0091 0 230.62 230.61 1231.22 98.82 0 0.2756
1333414800 20120403010000 0 0 0.0055 0 0 0 0 0 0.0104 -0.0347 0.0091 0 230.63 230.62 1231.26 98.69 0 0.2756
1333418400 20120403020000 0 0 0.0055 0 0 0 0 0 0.0104 -0.0347 0.0091 0 230.64 230.63 1231.29 98.56 0 0.2756
1333422000 20120403030000 0 0 0.0055 0 0 0 0 0 0.0104 -0.0347 0.0091 0 230.65 230.64 1231.33 98.44 0 0.2755
1333425600 20120403040000 0 0 0.0055 0 0 0 0 0 0.0104 -0.0347 0.0091 0 230.66 230.65 1231.37 98.31 0 0.2755
1333429200 20120403050000 0 0.0097 0.0055 0 0 0 0 0.0094 0.0103 -0.0347 0.0092 0 230.68 230.66 1231.4 98.19 0 0.2754
1333432800 20120403060000 0 0.0389 0.0055 0 0 0 0 0.0376 0.0103 -0.0798 0.0092 0 230.72 230.68 1231.48 98.03 0 0.2752
1333436400 20120403070000 0 0.0722 0.0055 0 0 0 0 0.0699 0.0103 -0.2029 0.0092 0 230.8 230.73 1231.69 97.84 0 0.2749
1333440000 20120403080000 0 0.161 0.0055 0 0 0 0 0.1558 0.0103 -0.3234 0.0091 0 230.97 230.82 1232.01 97.57 0 0.2743
1333443600 20120403090000 0 0.1804 0.0055 0 0 0 0 0.1745 0.0102 -0.7021 0.0091 0 231.15 231.01 1232.72 97.28 0 0.2735
1333447200 20120403100000 0 0.2859 0.0055 0 0 0 0 0.2766 0.0102 -0.687 0.0091 0 231.44 231.19 1233.42 96.89 0 0.2724
1333450800 20120403110000 0 0.222 0.0055 0 0 0 0 0.2147 0.0101 -1.1804 0.009 0 231.66 231.5 1234.61 96.56 0 0.2715
1333454400 20120403120000 0 0.2276 0.0055 0 0 0 0 0.2201 0.01 -0.7463 0.009 0 231.89 231.7 1235.36 96.23 0 0.2706
1333458000 20120403130000 0 0.1429 0.0055 0 0 0 0 0.1382 0.01 -0.892 0.0089 0 232.04 231.94 1236.26 95.98 0 0.2701
1333461600 20120403140000 0 0.118 0.0055 0 0 0 0 0.1141 0.0099 -0.4581 0.0088 0 232.16 232.06 1236.73 95.76 0 0.2696
1333465200 20120403150000 0 0.0791 0.0055 0 0 0 0 0.0765 0.0099 -0.4628 0.0088 0 232.24 232.19 1237.19 95.57 0 0.2692
1333468800 20120403160000 0 0.0486 0.0055 0 0 0 0 0.047 0.0098 -0.2808 0.0088 0 232.3 232.26 1237.48 95.42 0 0.269
1333472400 20120403170000 0 0.0139 0.0055 0 0 0 0 0.0134 0.0098 -0.1898 0.0088 0 232.32 232.31 1237.67 95.3 0 0.2689
1333476000 20120403180000 0 0 0.0055 0 0 0 0 0 0.0098 -0.0541 0.0088 0 232.33 232.33 1237.72 95.2 0 0.2689
1333479600 20120403190000 0 0 0.0055 0 0 0 0 0 0.0098 -0.0274 0.0088 0 232.34 232.33 1237.75 95.09 0 0.2689
1333483200 20120403200000 0 0 0.0055 0 0 0 0 0 0.0098 -0.0349 0.0088 0 232.35 232.34 1237.79 94.99 0 0.2688
1333486800 20120403210000 0 0 0.0055 0 0 0 0 0 0.0097 -0.0328 0.0088 0 232.36 232.35 1237.82 94.9 0 0.2688
1333490400 20120403220000 0 0 0.0055 0 0 0 0 0 0.0097 -0.0334 0.0088 0 232.37 232.36 1237.85 94.8 0 0.2688
1333494000 20120403230000 0 0 0.0055 0 0 0 0 0 0.0097 -0.0332 0.0088 0 232.38 232.37 1237.89 94.71 0 0.2687
1333497600 20120404000000 0 0 0.0055 0 0 0 0 0 0.0097 -0.0333 0.0088 0 232.38 232.38 1237.92 94.62 0 0.2687
1333501200 20120404010000 0 0 0.0055 0 0 0 0 0 0.0097 -0.0333 0.0088 0 232.39 232.39 1237.95 94.53 0 0.2687
1333504800 20120404020000 0 0 0.0055 0 0 0 0 0 0.0097 -0.0333 0.0088 0 232.4 232.4 1237.99 94.44 0 0.2686
1333508400 20120404030000 1.1 0 0.0072 0 0 0 0 0 0.0096 -0.0333 0.0088 0 231.61 232.4 1238.02 95.45 0.3 0.2718
1333512000 20120404040000 4.7 0 0.0127 0 0 0 0 0 0.0108 6.9509 0.0086 0.2004 228.21 230.55 1231 119.96 1.39 0.2852
1333515600 20120404050000 1.8 0.0028 0.0133 0 0 0 0 0.0027 0.019 8.6506 0.0074 0.4344 226.94 228.25 1222.26 164.04 1.47 0.2903
1333519200 20120404060000 0 0.0241 0.0122 0 0 0 0 0.0234 0.0304 3.7884 0.0056 0.3968 226.97 227.25 1218.43 201.22 1.07 0.2902
1333522800 20120404070000 0 0.0426 0.0116 0 0 0 0 0.0413 0.0404 0.7952 0.004 0.2939 227.01 227.04 1217.63 226.93 0.77 0.29
1333526400 20120404080000 0 0.0553 0.0111 0 0 0 0 0.0536 0.0483 0.0074 0.0029 0.2171 227.07 227.03 1217.62 244.04 0.55 0.2897
1333530000 20120404090000 0 0.0454 0.0105 0 0 0 0 0.044 0.0544 -0.1712 0.002 0.1553 227.12 227.08 1217.8 254.28 0.39 0.2896
1333533600 20120404100000 0 0.1191 0.0105 0 0 0 0 0.1155 0.0575 -0.1727 0.0016 0.1204 227.23 227.13 1217.97 260.61 0.27 0.2891
1333537200 20120404110000 0 0.1645 0.01 0 0 0 0 0.1595 0.0603 -0.5145 0.0012 0.0833 227.39 227.26 1218.49 262.87 0.19 0.2884
1333540800 20120404120000 0 0.1447 0.0094 0 0 0 0 0.1403 0.0613 -0.6303 0.001 0.0576 227.54 227.43 1219.13 262.46 0.13 0.2879
1333544400 20120404130000 0 0.1745 0.0089 0 0 0 0 0.1692 0.0611 -0.5055 0.001 0.0399 227.71 227.56 1219.64 260.27 0.09 0.2872
1333548000 20120404140000 0 0.1206 0.0083 0 0 0 0 0.1169 0.0601 -0.6781 0.0011 0.0276 227.82 227.74 1220.32 257.01 0.06 0.2867
1333551600 20120404150000 0 0.061 0.0083 0 0 0 0 0.0591 0.0587 -0.3804 0.0013 0.0191 227.88 227.85 1220.71 253.11 0.04 0.2865
1333555200 20120404160000 0 0.0355 0.0089 0 0 0 0 0.0344 0.057 -0.1855 0.0015 0.0132 227.92 227.89 1220.89 248.84 0.03 0.2863
1333558800 20120404170000 0 0.0099 0.0083 0 0 0 0 0.0096 0.0552 -0.1213 0.0017 0.0091 227.93 227.93 1221.02 244.39 0.02 0.2863
1333562400 20120404180000 0 0 0.0083 0 0 0 0 0 0.0533 -0.0209 0.0019 0.0063 227.93 227.93 1221.04 239.88 0.01 0.2863
1333566000 20120404190000 0 0 0.0083 0 0 0 0 0 0.0515 -0.0036 0.0022 0.0044 227.94 227.93 1221.04 235.39 0.01 0.2863
1333569600 20120404200000 0 0 0.0083 0 0 0 0 0 0.0497 -0.0096 0.0024 0.003 227.94 227.94 1221.05 230.96 0.01 0.2863
1333573200 20120404210000 0 0 0.0083 0 0 0 0 0 0.048 -0.0092 0.0027 0.0021 227.94 227.94 1221.06 226.64 0 0.2863
1333576800 20120404220000 0 0 0.0083 0 0 0 0 0 0.0463 -0.0105 0.0029 0.0014 227.94 227.94 1221.07 222.45 0 0.2863
1333580400 20120404230000 0 0 0.0083 0 0 0 0 0 0.0447 -0.0113 0.0032 0.001 227.95 227.94 1221.08 218.4 0 0.2862
1333584000 20120405000000 0 0 0.0083 0 0 0 0 0 0.0432 -0.0122 0.0034 0.0007 227.95 227.95 1221.1 214.48 0 0.2862
1333587600 20120405010000 0 0 0.0078 0 0 0 0 0 0.0418 -0.013 0.0036 0.0005 227.95 227.95 1221.11 210.72 0 0.2862
1333591200 20120405020000 0 0 0.0078 0 0 0 0 0 0.0404 -0.0138 0.0038 0.0003 227.96 227.95 1221.12 207.09 0 0.2862
1333594800 20120405030000 0 0 0.0078 0 0 0 0 0 0.0391 -0.0146 0.004 0.0002 227.96 227.96 1221.14 203.6 0 0.2862
1333598400 20120405040000 0 0 0.0078 0 0 0 0 0 0.0379 -0.0154 0.0042 0.0002 227.97 227.96 1221.15 200.24 0 0.2862
1333602000 20120405050000 0 0.0064 0.0078 0 0 0 0 0.0062 0.0368 -0.0161 0.0044 0.0001 227.98 227.97 1221.17 197 0 0.2861
1333605600 20120405060000 0 0.0282 0.0078 0 0 0 0 0.0273 0.0358 -0.0466 0.0046 0.0001 228.01 227.98 1221.22 193.86 0 0.286
1333609200 20120405070000 0 0.0756 0.0072 0 0 0 0 0.0733 0.0347 -0.1405 0.0047 0.0001 228.09 228.02 1221.36 190.79 0 0.2857
1333612800 20120405080000 0 0.1114 0.0072 0 0 0 0 0.108 0.0337 -0.3359 0.0049 0 228.2 228.11 1221.7 187.8 0 0.2852
1333616400 20120405090000 0 0.2613 0.0072 0 0 0 0 0.2532 0.0328 -0.4495 0.005 0 228.46 228.22 1222.15 184.77 0 0.2842
1333620000 20120405100000 0 0.26 0.0072 0 0 0 0 0.2519 0.0318 -1.1159 0.0052 0 228.71 228.52 1223.28 181.84 0 0.2832
1333623600 20120405110000 0 0.237 0.0072 0 0 0 0 0.2296 0.0309 -0.927 0.0053 0 228.95 228.77 1224.21 179.04 0 0.2822
1333627200 20120405120000 0 0.1998 0.0072 0 0 0 0 0.1935 0.0301 -0.872 0.0053 0 229.15 229 1225.1 176.37 0 0.2815
1333630800 20120405130000 0 0.1524 0.0066 0 0 0 0 0.1476 0.0292 -0.7143 0.0054 0 229.3 229.19 1225.82 173.84 0 0.2809
1333634400 20120405140000 0 0.1012 0.0066 0 0 0 0 0.098 0.0285 -0.5376 0.0055 0 229.4 229.33 1226.36 171.44 0 0.2804
1333638000 20120405150000 0 0.0397 0.0066 0 0 0 0 0.0384 0.0278 -0.3487 0.0056 0 229.45 229.42 1226.71 169.18 0 0.2803
1333641600 20120405160000 0 0.0205 0.0066 0 0 0 0 0.0199 0.0271 -0.1154 0.0057 0 229.47 229.46 1226.83 167.01 0 0.2802
1333645200 20120405170000 0 0.0064 0.0066 0 0 0 0 0.0062 0.0265 -0.091 0.0058 0 229.49 229.48 1226.92 164.94 0 0.2801
1333648800 20120405180000 0 0 0.0066 0 0 0 0 0 0.0259 -0.0327 0.0059 0 229.49 229.49 1226.95 162.94 0 0.2801
1333652400 20120405190000 0 0 0.0066 0 0 0 0 0 0.0253 -0.0196 0.006 0 229.5 229.49 1226.97 161.01 0 0.2801
1333656000 20120405200000 0 0 0.0066 0 0 0 0 0 0.0248 -0.0237 0.0061 0 229.5 229.5 1227 159.14 0 0.28
1333659600 20120405210000 0 0 0.0066 0 0 0 0 0 0.0243 -0.0231 0.0062 0 229.51 229.51 1227.02 157.33 0 0.28
1333663200 20120405220000 0 0 0.0066 0 0 0 0 0 0.0238 -0.0238 0.0063 0 229.52 229.51 1227.05 155.58 0 0.28
1333666800 20120405230000 0 0 0.0066 0 0 0 0 0 0.0233 -0.0241 0.0064 0 229.52 229.52 1227.07 153.89 0 0.28
1333670400 20120406000000 0 0 0.0066 0 0 0 0 0 0.0229 -0.0244 0.0065 0 229.53 229.53 1227.09 152.25 0 0.2799
1333674000 20120406010000 0 0 0.0066 0 0 0 0 0 0.0224 -0.0248 0.0066 0 229.54 229.53 1227.12 150.67 0 0.2799
1333677600 20120406020000 0 0 0.0066 0 0 0 0 0 0.022 -0.0251 0.0067 0 229.54 229.54 1227.14 149.13 0 0.2799
1333681200 20120406030000 0 0 0.0066 0 0 0 0 0 0.0216 -0.0254 0.0068 0 229.55 229.55 1227.17 147.65 0 0.2799
1333684800 20120406040000 0 0 0.0066 0 0 0 0 0 0.0212 -0.0257 0.0068 0 229.56 229.55 1227.2 146.21 0 0.2798
1333688400 20120406050000 0 0.0077 0.0061 0 0 0 0 0.0075 0.0209 -0.026 0.0069 0 229.57 229.56 1227.22 144.8 0 0.2798
1333692000 20120406060000 0 0.0297 0.0066 0 0 0 0 0.0288 0.0205 -0.0621 0.007 0 229.61 229.58 1227.29 143.42 0 0.2796
1333695600 20120406070000 0 0.0684 0.0066 0 0 0 0 0.0662 0.0202 -0.1547 0.0071 0 229.68 229.62 1227.44 142.04 0 0.2793
1333699200 20120406080000 0 0.1316 0.0066 0 0 0 0 0.1274 0.0198 -0.3092 0.0071 0 229.82 229.7 1227.75 140.64 0 0.2788
1333702800 20120406090000 0 0.2412 0.0066 0 0 0 0 0.2335 0.0195 -0.5604 0.0072 0 230.06 229.85 1228.32 139.17 0 0.2779
1333706400 20120406100000 0 0.3173 0.0066 0 0 0 0 0.3071 0.0191 -1.0003 0.0072 0 230.37 230.11 1229.33 137.66 0 0.2766
1333710000 20120406110000 0 0.3444 0.0061 0 0 0 0 0.3333 0.0187 -1.232 0.0072 0 230.71 230.44 1230.57 136.17 0 0.2753
1333713600 20120406120000 0 0.3315 0.0066 0 0 0 0 0.3208 0.0184 -1.2932 0.0072 0 231.04 230.79 1231.88 134.72 0 0.274
1333717200 20120406130000 0 0.2799 0.0066 0 0 0 0 0.2708 0.018 -1.2156 0.0072 0 231.32 231.11 1233.11 133.35 0 0.2729
1333720800 20120406140000 0 0.1857 0.0066 0 0 0 0 0.1796 0.0177 -0.9968 0.0071 0 231.5 231.37 1234.12 132.11 0 0.2722
1333724400 20120406150000 0 0.0967 0.0066 0 0 0 0 0.0935 0.0174 -0.6197 0.0071 0 231.6 231.54 1234.74 130.98 0 0.2718
1333728000 20120406160000 0 0.0542 0.0066 0 0 0 0 0.0524 0.0171 -0.3111 0.0071 0 231.66 231.62 1235.06 129.92 0 0.2715
1333731600 20120406170000 0 0.0116 0.0066 0 0 0 0 0.0112 0.0169 -0.1996 0.0072 0 231.68 231.68 1235.26 128.94 0 0.2715
1333735200 20120406180000 0 0 0.0066 0 0 0 0 0 0.0167 -0.033 0.0072 0 231.69 231.68 1235.29 127.99 0 0.2714
1333738800 20120406190000 0 0 0.0066 0 0 0 0 0 0.0165 -0.0257 0.0072 0 231.7 231.69 1235.32 127.07 0 0.2714
1333742400 20120406200000 0.2 0 0.0066 0 0 0 0 0 0.0162 -0.028 0.0073 0 231.56 231.7 1235.34 126.37 0.05 0.2719
1333746000 20120406210000 0 0 0.0066 0 0 0 0 0 0.0161 0.6718 0.0073 0.0166 231.57 231.52 1234.67 127.15 0.04 0.2719
1333749600 20120406220000 0.2 0 0.0066 0 0 0 0 0 0.0163 -0.2221 0.0073 0.0115 231.43 231.58 1234.89 127.6 0.08 0.2725
1333753200 20120406230000 0 0 0.0066 0 0 0 0 0 0.0164 0.725 0.0073 0.0245 231.44 231.39 1234.16 129.15 0.06 0.2724
1333756800 20120407000000 0 0 0.0066 0 0 0 0 0 0.0167 -0.2367 0.0073 0.017 231.44 231.45 1234.4 129.9 0.04 0.2724
1333760400 20120407010000 0 0 0.0066 0 0 0 0 0 0.0169 0.0305 0.0072 0.0117 231.45 231.44 1234.37 130.1 0.03 0.2724
1333764000 20120407020000 0.1 0 0.0066 0 0 0 0 0 0.0169 -0.0434 0.0072 0.0081 231.38 231.45 1234.41 130.04 0.05 0.2726
1333767600 20120407030000 0 0 0.0066 0 0 0 0 0 0.0169 0.3264 0.0072 0.0139 231.39 231.37 1234.08 130.46 0.03 0.2726
1333771200 20120407040000 0 0 0.0066 0 0 0 0 0 0.017 -0.1255 0.0072 0.0096 231.4 231.4 1234.21 130.44 0.02 0.2726
1333774800 20120407050000 0.3 0.0077 0.0066 0 0 0 0 0.0074 0.017 -0.0001 0.0072 0.0067 231.2 231.4 1234.21 130.42 0.1 0.2734
1333778400 20120407060000 0.2 0.0242 0.0066 0 0 0 0 0.0234 0.017 0.9768 0.0072 0.0296 231.08 231.14 1233.22 132.57 0.12 0.2738
1333782000 20120407070000 0 0.1084 0.0066 0 0 0 0 0.1049 0.0175 0.2792 0.0072 0.0371 231.19 231.06 1232.94 135.14 0.08 0.2734
1333785600 20120407080000 0 0.1837 0.0066 0 0 0 0 0.1777 0.0181 -0.6153 0.007 0.0257 231.38 231.23 1233.56 136.41 0.06 0.2727
1333789200 20120407090000 0 0.2309 0.0066 0 0 0 0 0.2233 0.0184 -0.716 0.0069 0.0178 231.61 231.42 1234.28 136.81 0.04 0.2717
1333792800 20120407100000 0 0.2105 0.0061 0 0 0 0 0.2036 0.0185 -0.9063 0.0069 0.0123 231.82 231.66 1235.2 136.66 0.03 0.2709
1333796400 20120407110000 0 0.111 0.0061 0 0 0 0 0.1073 0.0185 -0.7581 0.0068 0.0085 231.93 231.86 1235.96 136.23 0.02 0.2705
1333800000 20120407120000 0 0.1084 0.0061 0 0 0 0 0.1048 0.0184 -0.3371 0.0067 0.0059 232.04 231.95 1236.31 135.55 0.01 0.27
1333803600 20120407130000 0 0.0931 0.0061 0 0 0 0 0.09 0.0182 -0.4418 0.0068 0.0041 232.14 232.07 1236.75 134.71 0.01 0.2697
1333807200 20120407140000 0 0.1352 0.0061 0 0 0 0 0.1307 0.018 -0.3417 0.0068 0.0028 232.28 232.16 1237.1 133.74 0.01 0.2691
1333810800 20120407150000 0 0.1939 0.0061 0 0 0 0 0.1874 0.0178 -0.5648 0.0068 0.0019 232.47 232.31 1237.67 132.64 0 0.2684
1333814400 20120407160000 0 0.0765 0.0061 0 0 0 0 0.0739 0.0175 -0.7749 0.0068 0.0013 232.55 232.52 1238.45 131.62 0 0.268
1333818000 20120407170000 0 0.0166 0.0061 0 0 0 0 0.016 0.0173 -0.1719 0.0068 0.0009 232.58 232.56 1238.62 130.65 0 0.268
1333821600 20120407180000 0 0 0.0061 0 0 0 0 0 0.0171 -0.062 0.0068 0.0006 232.58 232.58 1238.69 129.69 0 0.2679
1333825200 20120407190000 0 0 0.0055 0 0 0 0 0 0.0168 -0.0158 0.0069 0.0004 232.59 232.58 1238.7 128.74 0 0.2679
1333828800 20120407200000 0 0 0.0055 0 0 0 0 0 0.0166 -0.0289 0.0069 0.0003 232.6 232.59 1238.73 127.8 0 0.2679
1333832400 20120407210000 0 0 0.0055 0 0 0 0 0 0.0164 -0.0255 0.007 0.0002 232.6 232.6 1238.76 126.88 0 0.2678
1333836000 20120407220000 0 0 0.0055 0 0 0 0 0 0.0162 -0.0267 0.007 0.0001 232.61 232.61 1238.78 125.97 0 0.2678
1333839600 20120407230000 0 0 0.0055 0 0 0 0 0 0.016 -0.0266 0.0071 0.0001 232.62 232.61 1238.81 125.09 0 0.2678
1333843200 20120408000000 0 0 0.0055 0 0 0 0 0 0.0158 -0.0268 0.0071 0.0001 232.63 232.62 1238.84 124.23 0 0.2678
1333846800 20120408010000 0 0 0.0055 0 0 0 0 0 0.0156 -0.027 0.0072 0 232.63 232.63 1238.87 123.39 0 0.2677
1333850400 20120408020000 0 0 0.0055 0 0 0 0 0 0.0154 -0.0272 0.0072 0 232.64 232.63 1238.89 122.57 0 0.2677
1333854000 20120408030000 0 0 0.0055 0 0 0 0 0 0.0152 -0.0273 0.0072 0 232.65 232.64 1238.92 121.77 0 0.2677
1333857600 20120408040000 0 0 0.0055 0 0 0 0 0 0.0151 -0.0275 0.0073 0 232.65 232.65 1238.95 120.99 0 0.2676
1333861200 20120408050000 0 0.0277 0.0055 0 0 0 0 0.0268 0.0149 -0.0276 0.0073 0 232.69 232.66 1238.98 120.21 0 0.2675
1333864800 20120408060000 0 0.0943 0.0055 0 0 0 0 0.0911 0.0147 -0.1562 0.0074 0 232.79 232.7 1239.13 119.38 0 0.2671
1333868400 20120408070000 0 0.1659 0.0055 0 0 0 0 0.1603 0.0145 -0.4293 0.0074 0 232.95 232.81 1239.57 118.49 0 0.2665
1333872000 20120408080000 0 0.2363 0.005 0 0 0 0 0.2283 0.0144 -0.6852 0.0074 0 233.19 232.99 1240.26 117.56 0 0.2656
1333875600 20120408090000 0 0.3042 0.005 0 0 0 0 0.2939 0.0142 -0.94 0.0074 0 233.49 233.25 1241.21 116.58 0 0.2644
1333879200 20120408100000 0 0.2326 0.005 0 0 0 0 0.2246 0.014 -1.1832 0.0074 0 233.72 233.56 1242.4 115.69 0 0.2635
1333882800 20120408110000 0 0.181 0.005 0 0 0 0 0.1748 0.0138 -0.7829 0.0073 0 233.91 233.77 1243.2 114.86 0 0.2628
1333886400 20120408120000 0 0.2615 0.005 0 0 0 0 0.2525 0.0136 -0.6551 0.0073 0 234.17 233.94 1243.86 113.97 0 0.2618
1333890000 20120408130000 0 0.2653 0.005 0 0 0 0 0.2561 0.0134 -1.0634 0.0073 0 234.43 234.23 1244.93 113.09 0 0.2607
1333893600 20120408140000 0 0.1898 0.005 0 0 0 0 0.1832 0.0132 -0.9663 0.0072 0 234.62 234.49 1245.91 112.31 0 0.26
1333897200 20120408150000 0 0.1722 0.005 0 0 0 0 0.1662 0.0131 -0.6432 0.0072 0 234.79 234.66 1246.56 111.55 0 0.2593
1333900800 20120408160000 0 0.0541 0.005 0 0 0 0 0.0522 0.0129 -0.6519 0.0072 0 234.85 234.83 1247.22 110.92 0 0.2591
1333904400 20120408170000 0 0.0151 0.005 0 0 0 0 0.0146 0.0128 -0.1024 0.0072 0 234.87 234.86 1247.32 110.35 0 0.259
1333908000 20120408180000 0 0 0.005 0 0 0 0 0 0.0127 -0.0759 0.0072 0 234.88 234.88 1247.4 109.8 0 0.259
1333911600 20120408190000 0 0 0.005 0 0 0 0 0 0.0126 -0.0136 0.0072 0 234.89 234.88 1247.41 109.27 0 0.259
1333915200 20120408200000 0 0 0.005 0 0 0 0 0 0.0124 -0.0312 0.0072 0 234.9 234.89 1247.44 108.75 0 0.2589
1333918800 20120408210000 0 0 0.005 0 0 0 0 0 0.0123 -0.0264 0.0073 0 234.9 234.9 1247.47 108.24 0 0.2589
1333922400 20120408220000 0 0 0.005 0 0 0 0 0 0.0122 -0.0278 0.0073 0 234.91 234.9 1247.5 107.74 0 0.2589
1333926000 20120408230000 0 0 0.005 0 0 0 0 0 0.0121 -0.0275 0.0073 0 234.92 234.91 1247.52 107.26 0 0.2588
1333929600 20120409000000 1.9 0 0.0055 0 0 0 0 0 0.012 -0.0277 0.0073 0 233.52 234.92 1247.55 108.69 0.49 0.2643
1333933200 20120409010000 0.5 0 0.0066 0 0 0 0 0 0.0131 5.009 0.0072 0.1486 233.16 233.58 1242.49 123.46 0.47 0.2657
1333936800 20120409020000 0.9 0 0.0072 0 0 0 0 0 0.0163 2.1778 0.0068 0.1517 232.5 233 1240.29 138.58 0.56 0.2682
1333940400 20120409030000 0.1 0 0.0072 0 0 0 0 0 0.02 1.712 0.0061 0.1599 232.44 232.55 1238.56 153.29 0.43 0.2685
1333944000 20120409040000 0.1 0 0.0072 0 0 0 0 0 0.0235 0.4421 0.0055 0.122 232.37 232.43 1238.12 163.78 0.33 0.2688
